gene,corr_resid,corr_raw,sign_agreement,in_core,in_heldout,is_epithelial
MAD2L1,-0.001200306,0.0009132852,-1.0,False,False,False
MAD2L1BP,-0.027261432,-0.0602526,-2.0,False,False,False
MAD2L2,-0.007328018,-0.009481199,0.0,False,False,False
MADCAM1,0.0052833324,0.012867778,3.0,False,False,False
MADD,0.00844745,-0.0106141195,2.0,False,False,False
MAEA,-0.0115644885,-0.04708063,-4.0,False,False,False
MAEL,-0.005876523,0.010562237,0.0,False,False,False
MAF,0.0047184145,0.041674,2.0,False,False,False
MAF1,-0.02624078,-0.04837694,-2.0,False,False,False
MAFB,0.027527664,0.043739967,2.0,False,False,False
MAFG,-0.0068183853,-0.02372158,0.0,False,False,False
MAFK,-0.0114918705,-0.023375254,0.0,False,False,False
MAG,0.0006569857,-0.009698521,0.0,False,False,False
MAGEA1,-0.0065201866,-0.0036809077,-1.0,False,False,False
MAGEA10,-0.00489169,-0.001271655,-1.0,False,False,False
MAGEA11,-0.00039336132,0.0006794259,0.0,False,False,False
MAGEA12,0.0,0.0,0.0,False,False,False
MAGEA4,0.0,0.0,0.0,False,False,False
MAGEA8,0.0,0.0,0.0,False,False,False
MAGEA9B,-0.0031803362,-0.0014038596,-1.0,False,False,False
MAGEB1,0.008408488,0.0038186659,1.0,False,False,False
MAGEB10,0.002209687,0.009257691,1.0,False,False,False
MAGEB16,0.0,0.0,0.0,False,False,False
MAGEB17,-0.0076893535,-0.0040863743,-1.0,False,False,False
MAGEB18,0.0029655655,0.0057168836,1.0,False,False,False
MAGEB2,0.0,0.0,0.0,False,False,False
MAGEB3,-9.079124e-05,-0.004426764,-1.0,False,False,False
MAGEB4,0.0,0.0,0.0,False,False,False
MAGEB5,-0.0047073346,0.0021328551,-2.0,False,False,False
MAGEB6,-0.0014994042,-0.002255643,-1.0,False,False,False
MAGEB6B,0.0,0.0,0.0,False,False,False
MAGEC1,-0.0010185109,0.0047051013,-1.0,False,False,False
MAGEC2,0.003188545,0.004720991,1.0,False,False,False
MAGEC3,-0.0040111816,-0.0010773847,-3.0,False,False,False
MAGED1,0.0016974364,0.04838733,0.0,False,False,False
MAGED2,-0.0006224271,0.028480701,2.0,False,False,False
MAGEE1,0.020277625,0.012966331,4.0,False,False,False
MAGEE2,0.0010266,0.001889022,1.0,False,False,False
MAGEF1,0.0031937794,0.0038215201,0.0,False,False,False
MAGEH1,0.0017372977,0.026446454,0.0,False,False,False
MAGEL2,0.0053661475,0.021475557,0.0,False,False,False
MAGI1,-0.034572594,-0.05606918,-4.0,False,False,False
MAGI2,0.0078083077,0.019316677,0.0,False,False,False
MAGI3,-0.019691143,-0.030349405,-2.0,False,False,False
MAGIX,-0.008597135,-0.013382187,-4.0,False,False,False
MAGOHB,-0.0062763323,-0.012303584,-2.0,False,False,False
MAGT1,-0.009198778,-0.03669419,-2.0,False,False,False
MAIP1,0.000394688,-0.018880457,0.0,False,False,False
MAJIN,-0.008712121,-0.0008975088,-2.0,False,False,False
MAK,-0.01002535,-0.0068368586,-2.0,False,False,False
MAK16,-0.020589737,-0.023438396,-4.0,False,False,False
MAL,-0.0020354819,-0.02451686,0.0,False,False,False
MAL2,0.011425521,-0.03174603,0.0,False,False,False
MALL,0.034418758,-0.029810602,0.0,False,False,False
MALRD1,0.0052062273,0.0059904438,2.0,False,False,False
MALSU1,-0.0050084097,-0.024677137,0.0,False,False,False
MALT1,0.013301443,0.013845084,2.0,False,False,False
MAMDC2,-0.016177699,-0.030984104,-2.0,False,False,False
MAMDC4,0.005327545,-0.0004019976,2.0,False,False,False
MAML1,-0.019372132,-0.029756263,-2.0,False,False,False
MAML2,-0.0036990172,-0.01543232,0.0,False,False,False
MAML3,0.002875339,-0.020438254,2.0,False,False,False
MAMLD1,-0.008591286,-0.014672068,-2.0,False,False,False
MAMSTR,0.00023149373,-0.011447387,-2.0,False,False,False
MAN1A1,-0.021684675,-0.0262577,-2.0,False,False,False
MAN1A2,-0.0039294194,-0.02425988,-2.0,False,False,False
MAN1B1,0.00091811,-0.01032627,-2.0,False,False,False
MAN1C1,-0.014691603,-0.019006835,0.0,False,False,False
MAN2A1,-0.021901434,-0.031402487,-2.0,False,False,False
MAN2A2,-0.0032182662,-0.016005386,-2.0,False,False,False
MAN2B1,-0.012639415,-0.026591495,0.0,False,False,False
MAN2B2,-0.0033912486,-0.01812154,0.0,False,False,False
MAN2C1,-0.009888062,-0.029181391,-2.0,False,False,False
MANBA,0.0070173307,-0.004306231,0.0,False,False,False
MANBAL,-0.0055089723,-0.023630196,-2.0,False,False,False
MANEA,-0.0020577018,-0.011022283,-2.0,False,False,False
MANF,0.002347448,-0.013494943,0.0,False,False,False
MANSC1,-0.0045219264,-0.05412748,0.0,False,False,False
MANSC4,-0.0048896302,-0.0043854974,-1.0,False,False,False
MAOA,0.009160655,-0.032758154,2.0,False,False,False
MAOB,0.0008965584,-0.021282267,2.0,False,False,False
MAP10,0.00029367337,-0.010003325,0.0,False,False,False
MAP11,-0.0030927742,-0.029243069,0.0,False,False,False
MAP1A,0.006271584,0.03445219,2.0,False,False,False
MAP1B,0.023996383,0.008279969,0.0,False,False,False
MAP1LC3A,0.013358425,0.016649889,4.0,False,False,False
MAP1LC3B2,0.00079602504,-0.005290655,-1.0,False,False,False
MAP1LC3C,0.004640747,0.0030170386,-1.0,False,False,False
MAP1S,-0.008259373,-0.016725143,-2.0,False,False,False
MAP2,0.0047391504,0.012898641,2.0,False,False,False
MAP2K1,-0.01691518,-0.03235431,-2.0,False,False,False
MAP2K2,-0.031745233,-0.033975385,-2.0,False,False,False
MAP2K3,-0.0018719654,-0.043076724,0.0,False,False,False
MAP2K4,-8.2248356e-05,-0.01235373,0.0,False,False,False
MAP2K5,-0.011938464,-0.030196615,0.0,False,False,False
MAP2K6,-0.033379264,-0.06289664,-4.0,False,False,False
MAP2K7,-0.0010102978,-0.017486174,-2.0,False,False,False
MAP3K1,0.009762771,-0.03548038,0.0,False,False,False
MAP3K10,-0.005739776,0.0036301643,-2.0,False,False,False
MAP3K11,-0.0010490753,-0.04602423,-2.0,False,False,False
MAP3K12,-0.010369018,-0.013824897,0.0,False,False,False
MAP3K13,-0.007283927,-0.033336543,-2.0,False,False,False
MAP3K14,-0.0060627265,-0.037501417,-2.0,False,False,False
MAP3K15,-0.0116921645,-0.031348392,0.0,False,False,False
MAP3K19,-0.0016246459,0.0071365456,-1.0,False,False,False
MAP3K2,-0.015343218,-0.023841983,-2.0,False,False,False
MAP3K20,0.0048216274,-0.029365582,2.0,False,False,False
MAP3K21,-0.015279703,-0.03287192,-2.0,False,False,False
MAP3K3,0.0085476525,0.010435679,2.0,False,False,False
MAP3K4,0.030196166,0.038677026,2.0,False,False,False
MAP3K5,-0.027488608,-0.047589894,-2.0,False,False,False
MAP3K6,-0.0035321522,-0.02483912,-2.0,False,False,False
MAP3K7,-0.010479967,-0.018314403,-2.0,False,False,False
MAP3K7CL,0.022001915,-0.0025567873,2.0,False,False,False
MAP3K8,0.008080955,0.008585519,4.0,False,False,False
MAP3K9,0.010142844,-0.008865569,4.0,False,False,False
MAP4,0.014607697,0.020545099,0.0,False,False,False
MAP4K1,0.0029178187,-0.01633387,0.0,False,False,False
MAP4K2,-0.011983456,-0.028208144,-2.0,False,False,False
MAP4K3,-0.006462839,-0.009737188,0.0,False,False,False
MAP4K4,-0.00588605,-0.0033334289,0.0,False,False,False
MAP4K5,-0.00045409752,0.014881538,2.0,False,False,False
MAP6,0.003506742,0.013276998,2.0,False,False,False
MAP6D1,-0.0064539574,-0.003391736,-2.0,False,False,False
MAP7,-0.031338986,-0.075408444,-4.0,False,False,False
MAP7D1,0.016855111,0.02042063,0.0,False,False,False
MAP7D2,0.007027911,0.0037385833,2.0,False,False,False
MAP7D3,-0.009415374,-0.022055943,-2.0,False,False,False
MAP9,-0.013215784,-0.011110323,-2.0,False,False,False
MAPK1,-0.013225151,-0.034555964,-2.0,False,False,False
MAPK10,-0.019192643,-0.046900466,-2.0,False,False,False
MAPK11,-0.014646285,-0.019377228,-2.0,False,False,False
MAPK12,-0.0049535,-0.0031347186,0.0,False,False,False
MAPK13,-0.0018827893,-0.041537967,-2.0,False,False,False
MAPK14,-0.0025338884,-0.022597495,0.0,False,False,False
MAPK15,-0.0032252818,-0.029802835,0.0,False,False,False
MAPK1IP1L,-0.015566805,-0.0434699,-2.0,False,False,False
MAPK3,-0.00024181884,-0.015903078,2.0,False,False,False
MAPK4,-0.027171396,-0.08156139,-2.0,False,False,False
MAPK6,0.0032721043,0.0065359054,0.0,False,False,False
MAPK7,-0.0076550446,-0.000202748,0.0,False,False,False
MAPK8,0.0011860998,-0.0063792616,-2.0,False,False,False
MAPK8IP1,-0.0031957147,-0.010612036,0.0,False,False,False
MAPK8IP2,-0.012227532,-0.026045065,-2.0,False,False,False
MAPK8IP3,0.009030247,-0.018563112,2.0,False,False,False
MAPK9,-0.004932379,-0.032056365,-2.0,False,False,False
MAPKAP1,0.0019690588,-0.002260124,0.0,False,False,False
MAPKAPK2,-0.003551654,-0.028265376,0.0,False,False,False
MAPKAPK3,-0.0066590826,-0.018169131,-4.0,False,False,False
MAPKAPK5,-0.015572067,-0.041357856,0.0,False,False,False
MAPKBP1,-0.004635139,-0.010530578,0.0,False,False,False
MAPRE1,-0.0033385195,-0.021149646,0.0,False,False,False
MAPRE2,-0.007907871,-0.026784461,-2.0,False,False,False
MAPRE3,-0.022448873,-0.020852478,0.0,False,False,False
MAPT,-0.012752635,-0.008749027,-2.0,False,False,False
MARC1,-0.012885819,-0.031361874,-2.0,False,False,False
MARC2,-0.006308631,-0.028342701,-2.0,False,False,False
MARCH1,0.009471272,0.0028135919,2.0,False,False,False
MARCH10,0.002764835,0.013029475,0.0,False,False,False
MARCH11,-0.005801636,-0.0033954629,-1.0,False,False,False
MARCH2,0.0077912128,0.016831,2.0,False,False,False
MARCH3,-0.0061382353,-0.048753873,-2.0,False,False,False
MARCH4,-8.268142e-05,0.001841116,0.0,False,False,False
MARCH5,-0.010703232,-0.026245432,0.0,False,False,False
MARCH6,-0.007988229,-0.057515264,-2.0,False,False,False
MARCH7,-0.013768205,-0.03667033,-2.0,False,False,False
MARCH8,-0.013422685,-0.01788519,0.0,False,False,False
MARCH9,-0.008498769,-0.018650064,-2.0,False,False,False
MARCKS,0.016652647,0.120401345,0.0,False,False,False
MARCKSL1,-0.008405515,-0.056993894,0.0,False,False,False
MARCO,0.046566144,0.03116336,4.0,False,False,False
MARCOL,0.002925651,-0.006033717,1.0,False,False,False
MARF1,-0.012994156,-0.043893963,-2.0,False,False,False
MARK1,0.00044613983,0.002487808,-2.0,False,False,False
MARK2,0.00033040764,-0.019374158,0.0,False,False,False
MARK3,-0.0075938287,-0.03693858,0.0,False,False,False
MARK4,0.0041999836,0.01318384,2.0,False,False,False
MARS,-0.005689516,-0.009459065,-2.0,False,False,False
MARS2,-0.0014381885,-0.017208844,0.0,False,False,False
MARVELD1,0.0031825963,0.06940856,-2.0,False,False,False
MARVELD2,-0.011343058,-0.03407807,-2.0,False,False,False
MARVELD3,-0.01900952,-0.024128746,-4.0,False,False,False
MAS1,-0.0068187946,-0.00342465,1.0,False,False,False
MAS1L,0.007714464,-0.00407105,0.0,False,False,False
MASP1,0.005477573,-0.00497637,2.0,False,False,False
MASP2,-0.006584228,-0.006647613,0.0,False,False,False
MAST1,-0.014072872,-0.021299347,-4.0,False,False,False
MAST2,0.015950691,0.030798104,4.0,False,False,False
MAST3,-0.023466501,-0.045321498,-4.0,False,False,False
MAST4,-0.036964625,-0.04996085,-4.0,False,False,False
MASTL,0.0074560335,0.0013800001,2.0,False,False,False
MAT1A,-0.010257552,-0.00790935,-1.0,False,False,False
MAT2A,-0.033433538,-0.13712844,-4.0,False,False,False
MAT2B,-0.012088123,-0.036414575,-4.0,False,False,False
MATK,-0.003771367,-0.016466383,0.0,False,False,False
MATN1,0.0008067852,0.0006053762,0.0,False,False,False
MATN2,-0.0038810205,-0.042099193,-2.0,False,False,False
MATN3,-0.0097505,0.108503915,0.0,False,False,False
MATN4,-0.018584725,-0.012516954,-3.0,False,False,False
MATR3,-0.027421398,-0.0661152,-4.0,False,False,False
MAU2,0.0032928805,-0.010893432,0.0,False,False,False
MAVS,-0.013467224,-0.042351004,-2.0,False,False,False
MAX,-0.011607743,-0.020267949,-2.0,False,False,False
MAZ,0.013813468,-0.00021066517,2.0,False,False,False
MB,-0.0056793615,-0.00046151318,0.0,False,False,False
MB21D2,0.01733492,0.026858889,2.0,False,False,False
MBD1,-0.009964535,-0.020116484,-2.0,False,False,False
MBD2,-0.007852199,-0.03332512,0.0,False,False,False
MBD3,-0.009808567,-0.007455569,-2.0,False,False,False
MBD3L1,0.0,0.0,0.0,False,False,False
MBD3L2B,0.003808068,-0.0015839748,1.0,False,False,False
MBD4,-0.006889673,-0.027809912,0.0,False,False,False
MBD5,-0.014320623,-0.007341293,-2.0,False,False,False
MBD6,-0.013328145,-0.055846255,-2.0,False,False,False
MBIP,-0.015511865,-0.05194594,-2.0,False,False,False
MBL2,0.0020813295,0.004480021,1.0,False,False,False
MBLAC1,-0.033239312,-0.028206188,-4.0,False,False,False
MBLAC2,-0.0208915,-0.021976806,-2.0,False,False,False
MBNL1,0.011916169,-0.016655201,0.0,False,False,False
MBNL2,-0.020407774,-0.051354654,-2.0,False,False,False
MBNL3,-0.013416464,-0.043935165,-4.0,False,False,False
MBOAT1,-0.015126265,-0.034031384,-2.0,False,False,False
MBOAT2,0.0033275182,-0.0064831413,0.0,False,False,False
MBOAT4,-0.005738588,-0.0072474773,-3.0,False,False,False
MBOAT7,-0.0017592702,-0.03828455,0.0,False,False,False
MBP,-0.019971628,-0.046081256,-2.0,False,False,False
MBTD1,-0.01586611,-0.052181944,-4.0,False,False,False
MBTPS1,0.004117252,0.0055922065,0.0,False,False,False
MBTPS2,-0.008638303,-0.009147508,0.0,False,False,False
MC1R,-0.0019990145,-0.015905024,-2.0,False,False,False
MC2R,-0.02251358,-0.04715366,0.0,False,False,False
MC3R,-0.0029160576,-0.0055244155,-1.0,False,False,False
MC4R,-0.0019433552,-0.006751987,-4.0,False,False,False
MC5R,0.004258748,-0.0036814571,3.0,False,False,False
MCAM,0.01908545,-0.052793667,2.0,False,False,False
MCAT,-0.016322844,-0.042285513,0.0,False,False,False
MCC,-0.012570331,0.015696812,-2.0,False,False,False
MCCC1,-0.013718446,-0.030727867,-2.0,False,False,False
MCCC2,-7.787882e-05,-0.038665287,0.0,False,False,False
MCCD1,0.0010856503,0.01206499,0.0,False,False,False
MCEE,-0.015684767,-0.018607425,-2.0,False,False,False
MCEMP1,0.012880221,0.009974927,0.0,False,False,False
MCF2,-0.018156564,-0.030814469,-3.0,False,False,False
MCF2L,-0.016060954,-0.07274709,0.0,False,False,False
MCF2L2,-0.02007749,-0.04461141,-2.0,False,False,False
MCFD2,-0.010603855,-0.053944115,-2.0,False,False,False
MCHR1,0.010212669,0.006738224,2.0,False,False,False
MCHR2,0.0,0.0,0.0,False,False,False
MCIDAS,-0.005454379,-0.015028523,-2.0,False,False,False
MCL1,0.038968228,0.0038920268,4.0,False,False,False
MCM10,-0.0078170085,-0.0022099516,0.0,False,False,False
MCM2,-0.016689623,-0.03696439,-2.0,False,False,False
MCM3,-0.020477679,-0.075819686,-2.0,False,False,False
MCM3AP,0.00031971792,-0.014723787,2.0,False,False,False
MCM4,-0.021897167,-0.040291857,-4.0,False,False,False
MCM5,-0.012754801,-0.042634778,-2.0,False,False,False
MCM6,-0.013969634,-0.016899537,-2.0,False,False,False
MCM7,-0.03273056,-0.07663146,-2.0,False,False,False
MCM8,-0.022256041,-0.048254006,-4.0,False,False,False
MCM9,0.0020888594,-0.0049466793,2.0,False,False,False
MCMBP,0.008496256,-0.007206898,4.0,False,False,False
MCMDC2,-0.009253698,-0.00859938,0.0,False,False,False
MCOLN1,-0.011537697,-0.020719087,-2.0,False,False,False
MCOLN2,-0.022637725,-0.032880466,-2.0,False,False,False
MCOLN3,-0.028662795,-0.07321811,-2.0,False,False,False
MCPH1,-0.013692228,-0.021778645,-2.0,False,False,False
MCRIP1,-0.01689406,0.006440065,-2.0,False,False,False
MCRIP2,-0.020694071,-0.04359866,-4.0,False,False,False
MCRS1,-0.008235114,-0.037735783,-2.0,False,False,False
MCTP1,-0.010391939,-0.04060041,-2.0,False,False,False
MCTP2,-0.03329263,-0.0444003,-4.0,False,False,False
MCU,0.0076770056,0.0029809661,2.0,False,False,False
MCUB,0.010579113,0.005071643,2.0,False,False,False
MCUR1,-0.007834736,-0.009634035,0.0,False,False,False
MDC1,-0.01268652,-0.026385428,0.0,False,False,False
MDFI,-0.018003533,0.011895233,-2.0,False,False,False
MDFIC,-0.005407019,-0.0068871486,0.0,False,False,False
MDFIC2,-0.0039147646,0.0022473405,-2.0,False,False,False
MDGA1,0.007047935,0.0049142186,2.0,False,False,False
MDGA2,0.0017379207,0.002294154,1.0,False,False,False
MDH1,-0.010217694,-0.031243093,-2.0,False,False,False
MDH1B,0.0017614719,-0.0022601227,2.0,False,False,False
MDH2,-0.030477626,-0.058848888,-2.0,False,False,False
MDK,-0.00546443,0.036582276,0.0,False,False,False
MDM1,-0.0050201765,-0.013614507,-2.0,False,False,False
MDM2,-0.013512579,-0.015869115,-2.0,False,False,False
MDM4,-0.014773198,-0.05688287,-2.0,False,False,False
MDN1,-0.0252823,-0.042811476,-2.0,False,False,False
MDP1,-0.017668223,-0.023816368,-4.0,False,False,False
ME1,-0.02753558,-0.047958173,-2.0,False,False,False
ME2,0.0074489187,-0.014235845,0.0,False,False,False
ME3,-0.015733285,-0.018838383,-4.0,False,False,False
MEA1,-0.009422182,-0.03418117,-2.0,False,False,False
MEAF6,-0.023294926,-0.037322998,-2.0,False,False,False
MEAK7,0.009571916,0.0120686535,2.0,False,False,False
MECOM,-0.015660163,-0.04747627,0.0,False,False,False
MECP2,-0.004443056,-0.03247278,-2.0,False,False,False
MECR,-0.011701808,-0.023809409,0.0,False,False,False
MED1,-0.01729802,-0.026251007,-4.0,False,False,False
MED10,-0.013052393,-0.03584989,-2.0,False,False,False
MED11,-0.02878324,-0.03785176,-2.0,False,False,False
MED12,-0.006862893,-0.021894531,-2.0,False,False,False
MED12L,-0.010315619,-0.017255465,0.0,False,False,False
MED13,-0.034597706,-0.042140014,-4.0,False,False,False
MED13L,-0.025660485,-0.009992969,-2.0,False,False,False
MED14,-0.0055126254,-0.014179344,-2.0,False,False,False
MED15,0.011463795,-0.01723024,2.0,False,False,False
MED16,-0.010876371,-0.011288177,-4.0,False,False,False
MED17,-0.0132193295,-0.028593285,-2.0,False,False,False
MED18,0.0071527245,-0.008303418,4.0,False,False,False
MED19,-0.015659953,-0.028495595,-4.0,False,False,False
MED20,0.00011480949,-0.021993477,0.0,False,False,False
MED21,-0.03543678,-0.057582296,-4.0,False,False,False
MED22,-0.01632751,-0.026059069,-2.0,False,False,False
MED23,-0.011178696,-0.031184793,-2.0,False,False,False
MED24,-0.003930169,-0.029691985,-2.0,False,False,False
MED25,-0.019728193,-0.04316669,-2.0,False,False,False
MED26,-0.0016411431,-0.013404958,-2.0,False,False,False
MED27,0.0001647321,-0.0030453042,2.0,False,False,False
MED28,-0.0101019,-0.037029166,0.0,False,False,False
MED29,-0.014401307,-0.030885551,-4.0,False,False,False
MED30,-0.016797418,-0.026444279,-2.0,False,False,False
MED31,-0.008564308,-0.024324896,-2.0,False,False,False
MED4,-0.01720406,-0.0443296,-4.0,False,False,False
MED6,-0.0013590781,-0.034247078,2.0,False,False,False
MED7,-0.00036071637,-0.022685338,0.0,False,False,False
MED8,0.003062339,-0.0040646615,0.0,False,False,False
MED9,-0.011360546,-0.022943785,-2.0,False,False,False
MEDAG,0.02136144,0.0048372876,4.0,False,False,False
MEF2A,0.00047096936,-0.012054052,0.0,False,False,False
MEF2B,-0.006456687,-0.01896706,-2.0,False,False,False
MEF2C,-0.007046178,-0.017616913,-2.0,False,False,False
MEFV,0.0017864043,-0.009159152,0.0,False,False,False
MEGF10,0.00791931,0.0067773466,0.0,False,False,False
MEGF11,0.00047610933,-0.016562035,-1.0,False,False,False
MEGF6,-0.013290895,0.03535353,-4.0,False,False,False
MEGF8,-0.004886045,-0.0051949983,-2.0,False,False,False
MEGF9,-0.001319671,0.004050051,0.0,False,False,False
MEI1,0.0034903148,0.00797211,2.0,False,False,False
MEI4,0.0039483346,-0.010134598,0.0,False,False,False
MEIG1,0.004540989,-0.00075741834,2.0,False,False,False
MEIKIN,0.00021309243,0.014233338,0.0,False,False,False
MEIOB,0.0,0.0,0.0,False,False,False
MEIOC,-0.00050209067,-0.0026829508,0.0,False,False,False
MEIS1,-0.019455269,-0.016843261,-2.0,False,False,False
MEIS2,-0.019233303,-0.035482522,-2.0,False,False,False
MEIS3,0.00484573,0.060708396,2.0,False,False,False
MELK,-0.015412938,-0.020419545,0.0,False,False,False
MELTF,0.01737834,-0.010057528,2.0,False,False,False
MEN1,5.9578568e-05,-0.0092701735,0.0,False,False,False
MEOX1,-0.01720047,-0.022194613,-2.0,False,False,False
MEOX2,-0.0099553,-0.0066000544,0.0,False,False,False
MEP1A,-0.0054500173,-0.008342839,-1.0,False,False,False
MEP1B,-0.009850118,-0.0028286946,-2.0,False,False,False
MEPCE,-0.02886875,-0.04743468,-2.0,False,False,False
MEPE,0.00091750873,0.013326723,0.0,False,False,False
MERTK,-0.012799188,-0.049623992,-2.0,False,False,False
MESD,-0.01170068,-0.030309822,-4.0,False,False,False
MESP1,-0.00012285553,0.0023675787,0.0,False,False,False
MESP2,0.0120942425,0.0044537825,4.0,False,False,False
MET,0.016466212,-0.03985532,2.0,False,False,False
METAP1,-0.002078821,-0.013050834,0.0,False,False,False
METAP1D,-0.02224587,-0.02834217,-4.0,False,False,False
METAP2,-0.026390566,-0.03877787,-4.0,False,False,False
METRN,0.015841391,0.0255079,4.0,False,False,False
METRNL,0.040012784,0.06372857,4.0,False,False,False
METTL1,-0.005135936,-0.022892065,-2.0,False,False,False
METTL11B,-0.0015979295,0.01866735,0.0,False,False,False
METTL14,-0.013008249,-0.022510286,-4.0,False,False,False
METTL16,-0.014182694,-0.025661182,-4.0,False,False,False
METTL17,-0.008738864,-0.03316168,-2.0,False,False,False
METTL18,-0.0030816754,-0.015202338,-2.0,False,False,False
METTL21A,0.0005306462,-0.0021014079,2.0,False,False,False
METTL21C,-0.018691214,-0.009176779,-3.0,False,False,False
METTL22,-0.0029428105,-0.024795001,0.0,False,False,False
METTL23,-0.0018294989,-0.022670709,0.0,False,False,False
METTL24,-0.0025709076,0.02456378,0.0,False,False,False
METTL25,-0.008599992,-0.013142701,-2.0,False,False,False
METTL26,0.0019505485,0.007499929,0.0,False,False,False
METTL27,7.800746e-05,3.021909e-05,0.0,False,False,False
METTL2A,-0.016235478,-0.04393319,-4.0,False,False,False
METTL3,-0.008822532,-0.033265263,-2.0,False,False,False
METTL4,-0.002348099,-0.0007666091,0.0,False,False,False
METTL6,-0.010855306,-0.011776795,-4.0,False,False,False
METTL7B,-0.003430494,-0.023655243,-2.0,False,False,False
METTL8,-0.016747588,-0.023026168,-4.0,False,False,False
METTL9,0.0005348772,-0.015677087,0.0,False,False,False
MEX3A,0.0019979347,0.024950191,-2.0,False,False,False
MEX3B,0.014091355,0.04087793,4.0,False,False,False
MEX3C,0.007766601,-0.015633395,0.0,False,False,False
MEX3D,0.0026366098,0.040572785,-2.0,False,False,False
MFAP1,-0.008848781,-0.028641341,-2.0,False,False,False
MFAP2,0.017151829,0.12175957,2.0,False,False,False
MFAP3,-0.02422978,-0.0370036,-4.0,False,False,False
MFAP3L,0.011956637,0.046638742,0.0,False,False,False
MFAP4,0.0025387728,-0.026171694,2.0,False,False,False
MFAP5,0.009534961,0.13806069,2.0,False,False,False
MFF,-0.012966742,-0.035349775,-2.0,False,False,False
MFGE8,0.0021035676,-0.0036331112,0.0,False,False,False
MFHAS1,-0.025677035,-0.037745126,-4.0,False,False,False
MFN1,-0.023920339,-0.047566496,-4.0,False,False,False
MFN2,-0.009060106,-0.02348365,0.0,False,False,False
MFNG,0.0022003856,-0.034762822,0.0,False,False,False
MFRP,-0.0054473304,-0.0032876278,-1.0,False,False,False
MFSD1,0.0005114735,-0.012427455,0.0,False,False,False
MFSD10,-0.00991329,-0.05018667,0.0,False,False,False
MFSD11,0.01628403,-0.021003284,4.0,False,False,False
MFSD12,0.0011591224,-0.011805888,0.0,False,False,False
MFSD13A,-0.0009953693,-0.009522757,2.0,False,False,False
MFSD14A,-0.01765481,-0.039304145,-4.0,False,False,False
MFSD14B,-0.017133964,-0.015137814,-2.0,False,False,False
MFSD2A,0.0034000515,0.0026705493,2.0,False,False,False
MFSD2B,0.0032685676,0.004073798,4.0,False,False,False
MFSD3,-0.021849014,-0.031004146,-4.0,False,False,False
MFSD4A,0.003957855,-0.01673768,-2.0,False,False,False
MFSD4B,-0.017317332,-0.03373626,-4.0,False,False,False
MFSD5,-0.0018152918,-0.022043586,0.0,False,False,False
MFSD6,-0.026252363,-0.055863,-4.0,False,False,False
MFSD6L,0.008473011,-0.00903551,0.0,False,False,False
MFSD8,0.00060574245,-0.01917056,0.0,False,False,False
MFSD9,-0.007979582,-0.016803421,2.0,False,False,False
MGA,-0.013065413,-0.03568938,-4.0,False,False,False
MGAM,-0.002084881,0.0011155191,0.0,False,False,False
MGAM2,-0.018613253,-0.03697048,-4.0,False,False,False
MGARP,-0.025723804,-0.07538988,0.0,False,False,False
MGAT1,0.00034744875,0.025084594,-2.0,False,False,False
MGAT2,-0.010184637,-0.012157561,-2.0,False,False,False
MGAT3,-0.0007588072,-0.02147669,-2.0,False,False,False
MGAT4A,-0.0044859145,-0.03788498,-2.0,False,False,False
MGAT4B,-0.0007105926,-0.04015358,0.0,False,False,False
MGAT4C,0.009050023,0.006072445,1.0,False,False,False
MGAT4D,-0.009124434,-0.012176422,-2.0,False,False,False
MGAT5,-0.023141684,-0.051610336,-4.0,False,False,False
MGAT5B,0.001744123,-0.0038032515,0.0,False,False,False
MGLL,0.006543876,-0.046694558,0.0,False,False,False
MGME1,-0.011169274,-0.041295342,-2.0,False,False,False
MGMT,0.0054275068,-0.012595395,2.0,False,False,False
MGP,0.025048556,0.009421003,2.0,False,False,False
MGRN1,0.009398572,0.00089360867,2.0,False,False,False
MGST1,-0.035560865,-0.13047133,-2.0,False,False,False
MGST2,-0.008179364,-0.045243084,0.0,False,False,False
MGST3,-0.002853924,-0.026200406,0.0,False,False,False
MIA,-0.018065289,-0.06056931,-2.0,False,False,False
MIA2,-0.002141947,-0.026349843,0.0,False,False,False
MIA3,0.00045951642,-0.0029212418,0.0,False,False,False
MIB1,-0.004218718,-0.0053931456,0.0,False,False,False
MIB2,-0.03053315,-0.026565753,-4.0,False,False,False
MICA,-0.0009976524,-0.016347842,-2.0,False,False,False
MICAL1,-0.0037136793,-0.03614135,-2.0,False,False,False
MICAL2,0.009449603,0.09394783,0.0,False,False,False
MICAL3,-0.009360394,-0.04491481,0.0,False,False,False
MICALL1,0.0113562625,0.018606596,2.0,False,False,False
MICALL2,-0.019887816,-0.024252955,-4.0,False,False,False
MICB,-0.002001815,-0.00041865278,-2.0,False,False,False
MICOS10,-0.018993882,-0.02550695,-2.0,False,False,False
MICOS13,-0.001916474,-0.02185208,0.0,False,False,False
MICU1,-0.003078714,0.004525843,-2.0,False,False,False
MICU2,0.006399382,-0.017510561,0.0,False,False,False
MICU3,-0.008734561,-0.010816994,0.0,False,False,False
MID1,-0.0002594184,0.0043868795,0.0,False,False,False
MID1IP1,0.0063410196,0.0014952538,2.0,False,False,False
MID2,0.006359866,0.01242368,-2.0,False,False,False
MIDN,0.005758441,-0.038812038,2.0,False,False,False
